,className,labelNumber,team1,team2,team3,team4,team5,team6,team7,team8,team9,team10,team11,team12,team13
0,attention,0,-498.6657409667969, 83.10916900634766, -30.259416580200195, 52.2403678894043, 6.806450366973877, 20.035703659057617, -5.933654308319092, -5.396043300628662, -14.646781921386719, 1.849133491516113, -21.175945281982422, 3.8950166702270512, -2.381305456161499
1,attention,0,-476.663330078125, 82.10511779785156, -24.10455322265625, 51.68436050415039, -0.9935137033462521, 17.874948501586914, -9.16904067993164, -4.210440635681152, -10.831435203552246, -1.849361062049865, -18.593950271606445, 4.9820499420166025, -7.021471500396728
2,attention,0,-529.84716796875, 86.49140167236328, -24.984060287475586, 55.849483489990234, 7.208803176879883, 13.38675308227539, -10.948857307434082, -1.609861969947815, -11.182071685791016, -5.103656768798828, -16.039398193359375, -1.681686878204345, -3.429656505584717
3,attention,0,-631.4386596679688, 80.33525085449219, -16.984323501586914, 50.073726654052734, 15.060728073120117, 7.652649879455566, -7.188328742980957, -2.989441394805908, -5.83886194229126, -3.541613817214966, -12.093222618103027, -3.9005846977233882, -2.288799524307251
4,attention,0,-626.5689697265625, 77.15119171142578, -0.32465079426765403, 45.900535583496094, 10.895944595336914, 9.16800308227539, -10.627774238586426, -5.324921131134033, -9.052400588989258, -13.032469749450684, -11.148600578308105, 1.114644646644592, -6.6847381591796875
5,attention,0,-591.437255859375, 57.59473419189453, -7.538695812225342, 34.96304702758789, -1.949776530265808, 15.29122543334961, -13.717964172363281, -9.79477310180664, -9.988059043884277, -5.748602390289307, -2.982196807861328, -4.8569016456604, -6.6360039710998535
6,attention,0,-483.9410400390625, 81.1891098022461, -28.624412536621094, 53.34636306762695, -4.514923572540283, 17.162307739257812, -11.892596244812012, -5.913201808929443, -11.480831146240234, -0.12213206291198701, -13.979211807250977, 0.363154768943786, -10.473017692565918
7,attention,0,-571.5633544921875, 82.91622924804688, -28.589445114135742, 56.51762008666992, 8.985786437988281, 20.195512771606445, -1.982846736907959, -15.981313705444336, -5.857957363128662, -3.858444690704345, -18.24992561340332, 2.851509571075439, 7.772585391998291
8,attention,0,-679.818359375, 74.7790298461914, -18.417423248291016, 46.579566955566406, 1.652460932731628, 13.229411125183105, 0.22179341316223103, -6.339420318603516, -5.273106575012207, 1.7573890686035152, -6.116358757019043, -1.713988780975341, -10.035277366638184
9,attention,0,-652.8280029296875, 56.31105041503906, -1.287842512130737, 38.09785461425781, 3.828769207000732, 11.840270042419434, -8.363815307617188, -4.022820949554443, -4.289165496826172, -5.877986431121826, -6.955248832702637, 1.340501546859741, -6.678609371185303
10,attention,0,-443.96820068359375, 78.5978012084961, -25.184040069580078, 52.89687728881836, 5.042463779449463, 20.08924102783203, -8.265579223632812, -6.419354438781738, -17.50419807434082, 3.551610231399536, -22.18126106262207, 8.89588737487793, -4.366710186004639
11,attention,0,-440.08892822265625, 79.261474609375, -23.544729232788086, 51.292640686035156, 1.322704553604126, 19.235942840576172, -7.996118068695068, -6.415651321411133, -15.875794410705566, 2.084779739379883, -20.38477897644043, 8.26845645904541, -6.080747127532959
12,attention,0,-433.2179870605469, 82.33351135253906, -27.122777938842773, 48.100685119628906, -2.316103935241699, 17.95990753173828, -10.582527160644531, -8.539599418640137, -14.263346672058105, 5.223770618438721, -18.087148666381836, 4.293582916259766, -8.183296203613281
13,attention,0,-411.5920715332031, 74.0094985961914, -20.879823684692383, 52.171695709228516, 1.762496590614318, 20.365663528442383, -10.824295043945312, -5.36765193939209, -15.460890769958496, 1.646070122718811, -20.263978958129883, 10.363967895507812, -7.641439914703369
14,attention,0,-434.8817138671875, 82.65188598632812, -26.658475875854492, 51.7193603515625, 2.11310601234436, 19.297468185424805, -7.75221061706543, -7.902795314788818, -17.654157638549805, 4.56369686126709, -22.075084686279297, 7.804954528808594, -4.357302188873291
15,attention,0,-438.06463623046875, 82.59239959716797, -28.170459747314453, 49.55942916870117, -0.44588547945022505, 17.811840057373047, -9.516355514526367, -6.89154577255249, -15.175498008728027, 6.236221313476562, -19.64090347290039, 4.333318710327148, -7.042903900146484
16,attention,0,-435.265380859375, 78.916015625, -22.444974899291992, 49.617958068847656, -0.517737746238708, 19.397735595703125, -9.026995658874512, -8.130646705627441, -14.975732803344727, 1.104163289070129, -18.706581115722656, 8.263162612915039, -7.2887959480285645
17,attention,0,-411.3035888671875, 76.32225799560547, -24.66951560974121, 51.11140441894531, -0.08444368839263901, 20.222482681274414, -11.186868667602539, -5.877215385437012, -15.726262092590332, 4.462771892547607, -19.753273010253906, 7.841060161590576, -8.466389656066895
18,attention,0,-432.9377136230469, 83.68646240234375, -27.74915885925293, 51.09917068481445, 2.0950980186462402, 18.03864097595215, -8.929443359375, -7.910469055175781, -16.76865577697754, 5.965782165527344, -21.9658260345459, 6.3324055671691895, -4.3847503662109375
19,attention,0,-440.0999450683594, 79.26964569091797, -23.57151222229004, 51.29128646850586, 1.320735812187194, 19.254547119140625, -7.999351978302002, -6.413563251495361, -15.870636940002441, 2.08257246017456, -20.395790100097656, 8.248734474182129, -6.081235408782959
20,attention,0,-537.7678833007812, 78.49925994873047, -20.164104461669922, 44.265724182128906, 11.490517616271973, 16.05233383178711, -4.4969000816345215, -9.704072952270508, -16.84534454345703, -8.748431205749512, -14.49842643737793, 1.312185525894165, -1.175613284111023
21,attention,0,-498.4766845703125, 88.77726745605469, -29.944978713989258, 53.40771484375, 12.991307258605957, 17.359020233154297, -5.235946655273437, -1.7864990234375, -15.564593315124512, -6.150210857391357, -21.06131935119629, 0.106588743627071, -3.007160186767578
22,attention,0,-495.94732666015625, 85.34379577636719, -20.339298248291016, 47.07426071166992, 4.821392059326172, 16.627038955688477, -9.443169593811035, -12.16409683227539, -16.796798706054688, -9.756040573120117, -15.944661140441895, -0.959713518619537, -6.109988212585449
23,attention,0,-551.7395629882812, 83.36978912353516, -19.273971557617188, 42.1058235168457, 13.5536470413208, 14.411490440368652, -5.9003143310546875, -10.091196060180664, -17.306188583374023, -12.64973258972168, -11.714948654174805, -3.237400770187378, -1.595008254051208
24,attention,0,-489.04156494140625, 84.96088409423828, -24.008625030517578, 54.248653411865234, 11.341904640197754, 11.785289764404297, -8.481435775756836, 0.6338958144187921, -8.977725982666016, -9.615944862365723, -15.678065299987793, -6.492288112640381, -12.807589530944824
25,attention,0,-437.1663818359375, 89.07975769042969, -32.26324462890625, 54.81329345703125, 5.6680498123168945, 12.608687400817871, -10.961989402770996, -3.951668977737426, -18.913076400756836, -1.231966972351074, -23.830202102661133, 3.246375799179077, -1.817000746726989
26,attention,0,-468.83184814453125, 87.9692153930664, -29.513938903808594, 54.70060348510742, 9.5746488571167, 18.371477127075195, -8.314496040344238, -6.059139728546143, -19.261396408081055, -10.92693042755127, -19.63905143737793, -2.172670125961303, -1.345419764518737
27,attention,0,-454.83648681640625, 84.13204956054688, -25.856115341186523, 54.01634979248047, 7.266921997070312, 20.07421875, -7.8561248779296875, -7.265749454498291, -20.432876586914062, -6.930366516113281, -19.184814453125, -0.084886699914932, -2.8844752311706543
28,attention,0,-469.06915283203125, 86.79159545898438, -27.957042694091797, 52.263343811035156, 10.255060195922852, 18.082164764404297, -7.057632923126221, -6.074263095855713, -18.503192901611328, -10.06163215637207, -20.29094123840332, -0.9830799102783201, -1.611173391342163
29,attention,0,-484.5439453125, 82.84759521484375, -24.566129684448242, 53.940834045410156, 7.348194122314453, 17.986263275146484, -6.05359935760498, -7.311374187469482, -19.541650772094727, 0.09313532710075301, -23.44146156311035, 6.249607563018799, -2.8138504028320312
30,attention,0,-578.5355834960938, 79.85771942138672, -21.69966697692871, 45.10078048706055, 13.352885246276855, 15.009286880493164, -1.054626226425171, -6.985754489898682, -12.689674377441406, -1.635023236274719, -17.35256576538086, 5.003761768341064, -1.44798743724823
31,attention,0,-644.3023071289062, 78.56494140625, -16.478681564331055, 38.98368453979492, 18.70930290222168, 11.082775115966797, 2.543613195419311, -6.206007957458496, -8.277021408081055, -3.853710889816284, -13.741722106933594, 3.132258176803589, -1.069838285446167
32,attention,0,-578.610595703125, 79.94319915771484, -21.703556060791016, 45.2103271484375, 13.372488021850586, 15.005402565002441, -1.137086749076843, -7.017574787139893, -12.703261375427246, -1.556445240974426, -17.34139633178711, 4.869448184967041, -1.5709125995635982
